codigo_documento;sequencial;descricao;codigo_subelemento;descricao_subelemento;valor_atual;arquivo_origem;data_extracao
155848264152021NE000033;5;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;35.400,00;itens_DR_155848264152021NE000033.json;2026-03-24 15:30:06
155848264152021NE000034;5;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;5.000,00;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000034;4;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;4.800,00;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000034;6;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;5.388,00;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000034;8;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;1.775,28;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000034;3;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;5.000,00;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000034;1;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DEORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTAD;01;BOLSAS DE ESTUDO NO PAIS;5.000,00;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000034;2;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DEORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTAD;01;BOLSAS DE ESTUDO NO PAIS;5.000,00;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000034;7;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;5.388,00;itens_DR_155848264152021NE000034.json;2026-03-24 15:28:52
155848264152021NE000036;3;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000036;2;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DOCONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTAD;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000036;8;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;73,97;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000036;1;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DOCONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTAD;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000036;7;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;215,52;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000036;4;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000036;5;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000036;6;ATENDER DESPESA COM PAGAMENTO DE AUXÍLIOS DIVERSOS REFERENTES ÀS AÇÕES DE ENSINO, PESQUISA E EXTENSÃO AOS ESTUDANTES DO IFMS: AMPARADO PELO DECRETO Nº 7.234, DE 19 DE JULHO DE 2010, QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ASSISTÊNCIA ESTUDANTIL (PNAES), BEM COMO PELA RESOLUÇÃO DO CONSELHO SUPERIOR DO IFMS Nº 001 DE 29 DE JANEIRO DE 2018, O PROGRAMA DE ASSISTÊNCIA ESTUDANTIL DO IFMS TEM POR OBJETIVO INCENTIVAR O ESTUDANTE EM SUA FORMAÇÃO EDUCACIONAL, BEM COMO APOIÁ-LO EM SUA PERMANÊNCIA NA INSTITUIÇÃO,VISANDO À REDUÇÃO DOS ÍNDICES DE EVASÃO ESCOLAR DECORRENTES DE DIFICULDADES DE ORDEM SOCIOECONÔMICA. DO AUXÍLIO OFERTA;01;BOLSAS DE ESTUDO NO PAIS;215,52;itens_DR_155848264152021NE000036.json;2026-03-24 15:18:26
155848264152021NE000037;2;O PRESENTE EDITAL TEM POR OBJETIVO FOMENTAR A PESQUISA CIENTÍFICA E O DESENVOLVIMENTO TECNOLÓGICO DO IFMS, POR MEIO DA SELEÇÃO DE PROJETOS DE PESQUISA E INDICAÇÃO DE ESTUDANTES A SEREM VINCULADOS AO PROGRAMA INSTITUCIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DO IFMS (PITEC), EM SUAS DIVERSAS CATEGORIAS. EDITAL Nº 019/2020 PROPI/IFMS - INICIAÇÃO CIENTÍFICA E TECNOLÓGICA. PARCELA (11/12). COMPETÊNCIA:JULHO/2021. ÁREA: CIÊNCIAS HUMANAS. CAMPUS DOURADOS. TÍTULO DO PROJETO:REPRESENTAÇÕES DO FEMININO NA CIÊNCIA EM RICK AND MORTY. COORDENADOR: PROFESSOR GEOVANO MOREIRA CHAVES. ESTUDANTE:VITÓRIA KARLING NATALICIO. MODALIDAD;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152021NE000037.json;2026-03-24 15:31:07
155848264152021NE000037;3;O PRESENTE EDITAL TEM POR OBJETIVO FOMENTAR A PESQUISA CIENTÍFICA E O DESENVOLVIMENTO TECNOLÓGICO DO IFMS, POR MEIO DA SELEÇÃO DE PROJETOS DE PESQUISA E INDICAÇÃO DE ESTUDANTES A SEREM VINCULADOS AO PROGRAMA INSTITUCIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DO IFMS (PITEC), EM SUAS DIVERSAS CATEGORIAS. EDITAL Nº 019/2020 PROPI/IFMS - INICIAÇÃO CIENTÍFICA E TECNOLÓGICA. PARCELA (12/12). COMPETÊNCIA:AGOSTO/2021. ÁREA: CIÊNCIAS HUMANAS. CAMPUS DOURADOS. TÍTULO DO PROJETO:REPRESENTAÇÕES DO FEMININO NA CIÊNCIA EM RICK AND MORTY. COORDENADOR: PROFESSOR GEOVANO MOREIRA CHAVES. ESTUDANTE:VITÓRIA KARLING NATALICIO. MODALIDA;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152021NE000037.json;2026-03-24 15:31:07
155848264152021NE000037;1;O PRESENTE EDITAL TEM POR OBJETIVO FOMENTAR A PESQUISA CIENTÍFICA E O DESENVOLVIMENTO TECNOLÓGICO DO IFMS, POR MEIO DA SELEÇÃO DE PROJETOS DE PESQUISA E INDICAÇÃO DE ESTUDANTES A SEREM VINCULADOS AO PROGRAMA INSTITUCIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA DO IFMS (PITEC), EM SUAS DIVERSAS CATEGORIAS. EDITAL Nº 019/2020 PROPI/IFMS - INICIAÇÃO CIENTÍFICA E TECNOLÓGICA. PARCELA (10/12). COMPETÊNCIA:JUNHO/2021. ÁREA: CIÊNCIAS HUMANAS. CAMPUS DOURADOS. TÍTULO DO PROJETO:REPRESENTAÇÕES DO FEMININO NA CIÊNCIA EM RICK AND MORTY. COORDENADOR: PROFESSOR GEOVANO MOREIRA CHAVES. ESTUDANTE:VITÓRIA KARLING NATALICIO. MODALIDAD;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152021NE000037.json;2026-03-24 15:31:07
155848264152021NE000038;3;O presente edital tem por objetivo fomentar a pesquisa científica e o desenvolvimento tecnológico do IFMS, por meio da seleção de projetos de pesquisa e indicação de estudantes a serem vinculados ao programa institucional de iniciação científica e tecnológica do IFMS (PITEC), em suas diversas categorias. Edital nº 019/2020-PROPI/IFMS. Parcela (12/12). Competência: Agosto/2021. Área: Ciências Sociais e Aplicadas. Campus Dourados. Título do Projeto: Guaruak - uma aplicação web para tradução de línguas indígenas.Coordenadora: Profª  Carmem Silva Moretzsohn Rocha. Estudante: Libni Alvarenga Vasques. Modalidade/cota da bo;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152021NE000038.json;2026-03-24 15:23:27
155848264152021NE000038;1;O presente edital tem por objetivo fomentar a pesquisa científica e o desenvolvimento tecnológico do IFMS, por meio da seleção de projetos de pesquisa e indicação de estudantes a serem vinculados ao programa institucional de iniciação científica e tecnológica do IFMS (PITEC), em suas diversas categorias. Edital nº 019/2020-PROPI/IFMS. Parcela (10/12). Competência: Junho/2021. Área: Ciências Sociais e Aplicadas. Campus Dourados. Título do Projeto: Guaruak - uma aplicação web para tradução de línguas indígenas.Coordenadora: Profª  Carmem Silva Moretzsohn Rocha. Estudante: Libni Alvarenga Vasques. Modalidade/cota da bol;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152021NE000038.json;2026-03-24 15:23:27
155848264152021NE000038;2;O presente edital tem por objetivo fomentar a pesquisa científica e o desenvolvimento tecnológico do IFMS, por meio da seleção de projetos de pesquisa e indicação de estudantes a serem vinculados ao programa institucional de iniciação científica e tecnológica do IFMS (PITEC), em suas diversas categorias. Edital nº 019/2020-PROPI/IFMS. Parcela (11/12). Competência: Julho/2021. Área: Ciências Sociais e Aplicadas. Campus Dourados. Título do Projeto: Guaruak - uma aplicação web para tradução de línguas indígenas.Coordenadora: Profª  Carmem Silva Moretzsohn Rocha. Estudante: Libni Alvarenga Vasques. Modalidade/cota da bol;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152021NE000038.json;2026-03-24 15:23:27
155848264152021NE000039;1;Objeto:Este Edital dispõe sobre o processo seletivo de concessão de auxílio a estudantes dos cursos técnicos e de graduação do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para apoio aos Trabalhos de Conclusão de Curso (TCCs) no primeiro semestre de 2021. Objetivo:O Edital tem como objetivo selecionar estudantes com propostas de TCC já aprovadas para ser apoiados com auxílios no primeiro semestre de 2021, tendo como referência a Política de Apoio ao Ensino do IFMS, por meio do Programa de Acesso, Permanência e Êxito dos Cursos Técnicos e Cursos de Graduação do IFMS. O Programa de A;01;BOLSAS DE ESTUDO NO PAIS;150,00;itens_DR_155848264152021NE000039.json;2026-03-24 15:20:15
155848264152021NE000043;5;Item compra: 00028 - PRESTAÇÃO DE SERVIÇOS DE COPEIRAGEM;37;LOCACAO DE MAO-DE-OBRA;2.136,16;itens_DR_155848264152021NE000043.json;2026-03-24 15:26:38
155848264152021NE000043;2;Item compra: 00030 - MANUTENÇÃO / REFORMA PREDIAL;37;LOCACAO DE MAO-DE-OBRA;3.454,64;itens_DR_155848264152021NE000043.json;2026-03-24 15:26:38
155848264152021NE000043;1;Item compra: 00029 - PRESTAÇÃO DE SERVIÇO DE JARDINAGEM - OUTROS SERVIÇOS - OUTRAPRODUTIVIDADE;37;LOCACAO DE MAO-DE-OBRA;3.069,34;itens_DR_155848264152021NE000043.json;2026-03-24 15:26:38
155848264152021NE000043;4;Item compra: 00027 - PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;39;OUTROS SERVICOS DE TERCEIROS - PJ;2.172,36;itens_DR_155848264152021NE000043.json;2026-03-24 15:26:38
155848264152021NE000043;3;Item compra: 00026 - PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;39;OUTROS SERVICOS DE TERCEIROS - PJ;3.140,15;itens_DR_155848264152021NE000043.json;2026-03-24 15:26:38
155848264152021NE000043;6;Item compra: 00025 - PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;39;OUTROS SERVICOS DE TERCEIROS - PJ;9.401,98;itens_DR_155848264152021NE000043.json;2026-03-24 15:26:38
155848264152021NE000044;2;"O PROGRAMA DE MONITORIA DOS CURSOS TÉCNICOS E DE GRADUAÇÃO DESTINA-SE À SELEÇÃO DE ESTUDANTES REGULARMENTE MATRICULADOS NOS CURSOS PRESENCIAIS DO IFMS PARA CONCESSÃO DE AUXÍLIOS PARA EXERCEREM A FUNÇÃO DE MONITOR. OS OBJETIVOS DO PROGRAMA DE MONITORIA DO IFMS SÃO: I. PRESTAR APOIO AO APRENDIZADO DOS ESTUDANTES; E II. DESPERTAR NO ESTUDANTE O INTERESSE PELO ENSINO E OPORTUNIZAR A SUA PARTICIPAÇÃO NO PROCESSO EDUCACIONAL E EM SITUAÇÕES EXTRACURRICULARES QUE O CONDUZAM À SUA PLENA FORMAÇÃO. SEGUNDA PARCELA: JULHO/2021. ESTUDANTES DOS CURSOS TÉCNICOS.";01;BOLSAS DE ESTUDO NO PAIS;1.500,00;itens_DR_155848264152021NE000044.json;2026-03-24 15:23:19
